licence_id,begins,ends,ereserves,ereserves_txt,ill,ill_txt,archival,archival_txt,db_id,url_1,url_1_format,url_2,url_2_format,general
335,10/1/2014,9/30/2015,Yes,"<P>E-reserves and coursepacks permitted.  PLEASE NOTE REQUIREMENT TO REGISTER A ""HIT"" ON THE LICENSOR'S ON-LINE PLATFORM for coursepacks.</P>

<P>Details:</P>
<P>
COURSEPACKS  / ELECTRONIC RESERVES / VIRTUAL LEARNING.
Members and Authorized Users may incorporate a reasonable portion of the Licensed Material in course packs, study packs, resource lists and in any other material (including but not limited to multi-media works) to be used in the course of instruction and/or in virtual and managed environments (including but not limited to virtual learning environments, managed learning environments, virtual research environments and library environments) hosted on a Secure Network (only accessible to Authorized Users by Secure Authentication) so long as a ìhitî is registered on Licensorís on-line platform each time an article is accessed for the CoursePack.  Each item shall carry appropriate acknowledgement of the source, listing title and copyright owner.  Copies of such items shall be deleted by the Member when they are no longer used for such purpose.  Course packs in non-electronic non-print perceptible form, such as Braille, may also be offered to Authorized Users.
<BR>[3.1.8]</P>",Yes,"INTERLIBRARY LOAN by paper or electronic means, a single copy of an individual document within the guidelines of traditional interlibrary loan  practices and applicable copyright laws provided that the loan is not done in a manner or magnitude that would replace the recipient libraryís own subscription             to either the Products or the purchase of the underlying Work (e.g., newspaper,  magazine, or book).<BR>[3.1.3]",No,ELN's license agreement does not provide for archival access.,87,http://eln.bc.ca/bcelnproquestfinal2008.pdf,[Link],,,
336,10/1/2011,9/30/2012,Yes,"<P>E-reserves and coursepacks permitted.  PLEASE NOTE REQUIREMENT TO REGISTER A ""HIT"" ON THE LICENSOR'S ON-LINE PLATFORM for coursepacks.</P>

<P>Details:</P>
<P>
COURSEPACKS  / ELECTRONIC RESERVES / VIRTUAL LEARNING.
Members and Authorized Users may incorporate a reasonable portion of the Licensed Material in course packs, study packs, resource lists and in any other material (including but not limited to multi-media works) to be used in the course of instruction and/or in virtual and managed environments (including but not limited to virtual learning environments, managed learning environments, virtual research environments and library environments) hosted on a Secure Network (only accessible to Authorized Users by Secure Authentication) so long as a ìhitî is registered on Licensorís on-line platform each time an article is accessed for the CoursePack.  Each item shall carry appropriate acknowledgement of the source, listing title and copyright owner.  Copies of such items shall be deleted by the Member when they are no longer used for such purpose.  Course packs in non-electronic non-print perceptible form, such as Braille, may also be offered to Authorized Users.
<BR>[3.1.8]</P>",Yes,"INTERLIBRARY LOAN by paper or electronic means, a single copy of an individual document within the guidelines of traditional interlibrary loan  practices and applicable copyright laws provided that the loan is not done in a manner or magnitude that would replace the recipient libraryís own subscription             to either the Products or the purchase of the underlying Work (e.g., newspaper,  magazine, or book).<BR>[3.1.3]",No,ELN's license agreement does not provide for archival access.,86,http://eln.bc.ca/bcelnproquestfinal2008.pdf,[Link],,,
337,1/1/2006,12/31/2006,NA,,NA,,NA,,88,http://www.eln.bc.ca/docs/view.php?id=146,[Link],,,
339,4/15/2006,6/30/2006,NA,,NA,,NA,,93,http://www.eln.bc.ca/docs/view.php?id=203,[Link],,,
340,4/1/2015,3/31/2016,Yes,"<p>ELN partner libraries may incorporate parts of PsycEXTRA in electronic course packs for the use of Authorized Users in a particular course of instruction, but not for printed (hard copy) or CD-ROM versions of course packs. Each such item must carry acknowledgment of the source, including title and author of the extract, title and author of the work, and the publisher, APA. Copies of such items shall be deleted when they are no longer needed. Course packs in non-electronic, non-print perceptible form, such as audio or Braille, may also be offered to Authorized Users who are visually impaired.
<BR>[Section 3.6]</BR></P> 
<p>ELN partner libraries may incorporate parts of the PsycEXTRA in electronic reserves collections for the use of Authorized Users in a particular course of instruction. Each such item must carry acknowledgment of the source, including title and author of the extract, title and author of the work, and the publisher, APA. Copies of such items shall be deleted when they are no longer needed. 
<BR>[Section 3.6]</BR></P>",Yes,"<P>ELN partner libraries are permitted to use PsycEXTRA to fulfill interlibrary loan requests, in accordance with Canadian copyright law, in print or image form only. It is not permitted to supply digital content. 
<BR>[Section 3.5]</BR></P>",Yes,"<p>Upon termination of the subscription, ELN partner libraries shall have access to the content published during the term covered by the subscription, as described in Schedule A.
<BR>[Section 8.4]</BR></P>",92,http://www.eln.bc.ca/docs/view.php?id=201,[Link],,,
341,4/1/2015,3/31/2016,Yes,"<p>ELN partner libraries may incorporate parts of PsycCRITIQUES in electronic course packs for the use of Authorized Users in a particular course of instruction, but not for printed (hard copy) or CD-ROM versions of course packs. Each such item must carry acknowledgment of the source, including title and author of the extract, title and author of the work, and the publisher, APA. Copies of such items shall be deleted when they are no longer needed. Course packs in non-electronic, non-print perceptible form, such as audio or Braille, may also be offered to Authorized Users who are visually impaired.
<BR>[Section 3.6]</BR></P> 
<p>ELN partner libraries may incorporate parts of PsycCRITIQUES in electronic reserves collections for the use of Authorized Users in a particular course of instruction. Each such item must carry acknowledgment of the source, including title and author of the extract, title and author of the work, and the publisher, APA. Copies of such items shall be deleted when they are no longer needed. 
<BR>[Section 3.6]</BR></P>",Yes,"<P>ELN partner libraries are permitted to use PsycCRITIQUES to fulfill interlibrary loan requests, in accordance with Canadian copyright law, in print or image form only. It is not permitted to supply digital content. 
<BR>[Section 3.5]</BR></P>",Yes,"<p>Upon termination of the subscription, ELN partner libraries shall have access to the content published during the term covered by the subscription, as described in Schedule A.
<BR>[Section 8.4]</BR></P>",91,http://www.eln.bc.ca/docs/view.php?id=201,[Link],,,
342,6/1/2015,5/31/2016,No,"<P>PERSISTENT LINKS to individual articles for access by Authorized Users for Permitted Uses are allowed, from within secure authentication environments <BR>[section 3.1.2]</P>

<P>ELECTRONIC RESERVES / VIRTUAL LEARNING:  Members and Authorized Users may incorporate parts of the Licensed Material in resource lists and in any other material (including but not limited to multi-media works) to be used in the course of instruction and/or in virtual and managed environments (including but not limited to virtual learning environments, managed learning environments, virtual research environments and library environments) hosted on a Secure Network (only accessible to Authorized Users by Secure Authentication).  Each item shall carry appropriate acknowledgment of the source, listing title and copyright owner.</P>

<P>Permission to include content in coursepacks is NOT included under the terms of this license. <BR>[section 3.1.8]</P>",Yes,"Unless indicated on the citation that the publisher specifically prohibits such, Members may INTERLIBRARY LOAN by paper or electronic means, a single copy of an individual document within the guidelines of traditional interlibrary loan practices and applicable copyright laws.<BR> [section 3.1.3]",No,"Once the subscription is terminated, ELN partner libraries no longer have access to the database.
<br> [Section 7.4] </br>",96,http://www.eln.bc.ca/docs/view.php?id=410,[Link],,,
343,6/1/2015,5/31/2016,No,"<P>PERSISTENT LINKS to individual articles for access by Authorized Users for Permitted Uses are allowed, from within secure authentication environments <BR>[section 3.1.2]</P>

<P>ELECTRONIC RESERVES / VIRTUAL LEARNING:  Members and Authorized Users may incorporate parts of the Licensed Material in resource lists and in any other material (including but not limited to multi-media works) to be used in the course of instruction and/or in virtual and managed environments (including but not limited to virtual learning environments, managed learning environments, virtual research environments and library environments) hosted on a Secure Network (only accessible to Authorized Users by Secure Authentication).  Each item shall carry appropriate acknowledgment of the source, listing title and copyright owner.</P>

<P>Permission to include content in coursepacks is NOT included under the terms of this license. <BR>[section 3.1.8]</P>",Yes,"Unless indicated on the citation that the publisher specifically prohibits such, Members may INTERLIBRARY LOAN by paper or electronic means, a single copy of an individual document within the guidelines of traditional interlibrary loan practices and applicable copyright laws.<BR> [section 3.1.3]",No,"Once the subscription is terminated, ELN partner libraries no longer have access to the database.

<br> [Section 7.4] </br>",97,http://www.eln.bc.ca/docs/view.php?id=410,[Link],,,
344,7/1/2014,6/30/2015,NA,,NA,,NA,,98,http://software.lib.sfu.ca/support.html,[Link],,,
345,8/1/2012,7/31/2013,Yes,"Wilson permits usage of content in coursepacks, electronic reserves, and virtual learning environments, within a secure, authenticated environment and with appropriate acknowledgment of the source, listing title and copyright owner. [3.1.8]",Yes,"Interlibrary loan by paper or electronic means, a single copy of an individual document within the guidelines of traditional interlibrary loan practices and applicable copyright laws. [3.1.3]",Yes,"LIMITED TO CONTENT OWNED BY WILSON (i.e., the indexing and abstracting) [3.1.8]",94,http://eln.bc.ca/bcelnwilsonjuly2008.pdf,[Link],,,
346,7/1/2014,6/30/2015,Yes,"<P>ELN partner libraries may incorporate portions of DNB into printed course packs for use by Authorized Users in a course of instruction at their educational institution. Each portion of the Licensed Works used in this manner should be identified with an appropriate acknowledgment of the source, listing the title and author of the extract, title and author of the work, and ""Oxford University Press"" as the publisher. Course packs in non-print forms, such as audio or Braille, may also be offered to Authorized Users who, in the reasonable belief of the Subscriber, are visually impaired.
<BR>[Section 3.2]</BR></P>
<P>ELN partner libraries may incorporate portions of DNB into electronic reserves collections for use by Authorized Users in a course of instruction at their educational institution. Each portion of the Licensed Works used in this manner should be identified with an appropriate acknowledgment of the source, listing the title and author of the extract, title and author of the work, and ""Oxford University Press"" as the publisher. Copies of such extracts must be deleted by the Subscriber or Authorized User when the extracts are no longer being used in the course of instruction.
<BR>[Section 3.2]</BR></P>",No,"<P>Oxford University press does not allow the use of the DNB for the fulfillment of interlibrary loan requests.
<BR>[Section 4.2.2]</BR></P>",No,"<P>Upon termination of the subscription, all access to the DNB ceases.
<BR>[Section 7]</BR></P>",100,http://www.eln.bc.ca/docs/view.php?id=235,[Link],,,
347,8/1/2014,7/31/2015,Yes,"Wilson permits usage of content in coursepacks, electronic reserves, and virtual learning environments, within a secure, authenticated environment and with appropriate acknowledgement of the source, listing title and copyright owner. [3.1.8]",Yes,"Interlibrary loan by paper or electronic means, a single copy of an individual document within the guidelines of traditional interlibrary loan practices and applicable copyright laws. [3.1.3]",Yes,"LIMITED TO CONTENT OWNED BY WILSON (i.e., the indexing and abstracting) [3.1.8]",102,http://eln.bc.ca/bcelnwilsonjuly2008.pdf,[Link],,,
348,4/1/2007,3/31/2008,,,,,,,113,,,,,
349,4/1/2007,3/31/2008,,,,,,,114,,,,,
354,4/1/2007,3/31/2008,unavail,,unavail,,unavail,,121,,,,,This license is still being finalized.  Please check back soon for full details.
355,7/1/2013,6/30/2014,Yes,"<P>ELN partner libraries may incorporate portions of OSO into printed course packs for use by Authorized Users in a course of instruction at their educational institution. Each portion of the Licensed Works used in this manner should be identified with an appropriate acknowledgment of the source, listing the title and author of the extract, title and author of the work, and ""Oxford University Press"" as the publisher. Course packs in non-print forms, such as audio or Braille, may also be offered to Authorized Users who, in the reasonable belief of the Subscriber, are visually impaired.
<BR>[Section 3.2]</BR></P>

<P>ELN partner libraries may incorporate portions of OSO into electronic reserves collections for use by Authorized Users in a course of instruction at their educational institution. Each portion of the Licensed Works used in this manner should be identified with an appropriate acknowledgment of the source, listing the title and author of the extract, title and author of the work, and ""Oxford University Press"" as the publisher. Copies of such extracts must be deleted by the Subscriber or Authorized User when the extracts are no longer being used in the course of instruction.
<BR>[Section 3.2]</BR></P>",No,"<P>Oxford University Press prohibits the use of OSO for the fulfillment of interlibrary loan requests.
<BR>[Section 4.2.2]</BR></P>",No,"<P>Upon termination of the subscription, all access to OSO ceases.
<BR>[Section 7]</BR></P>",123,http://www.eln.bc.ca/docs/view.php?id=235,[Link],,,
356,4/1/2007,3/31/2008,,,,,,,122,,,,,"<b><i>CINAHL Select </i></b>is a full text resource for nursing and allied health professionals, students, educators and researchers. This database contains more than 170 full text journals with PDF coverage back as far as 1973 including 120 peer-reviewed publications and 61 journals with searchable cited references. All journals in this collection are selectively indexed in CINAHL. CINAHL Select has been added to all customers who subscribe to CINAHL with Full Text and CINAHL Plus with Full Text."
357,7/1/2013,6/30/2014,Yes,"<P>ELN partner libraries have permission to reproduce content from licensed materials in paper print form only in one or more Course Packs, subject to the terms and conditions outlined in agreement. 
<BR>[Section 2.f(1-8)]</BR></P>
<p>ELN partner libraries have permission to create electronic links to licensed materials from their own web pages.
<BR>[Section 2.b]</BR></P>",Yes,"<P>From time to time, ELN partner libraries may supply to an individual user (whether by post, fax or secure electronic submission using Ariel or its equivalent) a single copy of an electronic original of an individual document contained within the AccessEngineering.
<BR>[Section 2.d]</BR></P>",No,"<P>Upon termination of the subscription, access to the licensed materials ceases.
<BR>[Section 5]</BR></P>",124,http://www.eln.bc.ca/docs/view.php?id=73,[Link],,,
360,6/1/2013,5/31/2014,No,"<P>PERSISTENT LINKS to individual articles for access by Authorized Users for Permitted Uses are allowed, from within secure authentication environments <BR>[section 3.1.2]</P>

<P>ELECTRONIC RESERVES / VIRTUAL LEARNING:  Members and Authorized Users may incorporate parts of the Licensed Material in resource lists and in any other material (including but not limited to multi-media works) to be used in the course of instruction and/or in virtual and managed environments (including but not limited to virtual learning environments, managed learning environments, virtual research environments and library environments) hosted on a Secure Network (only accessible to Authorized Users by Secure Authentication).  Each item shall carry appropriate acknowledgment of the source, listing title and copyright owner.</P>

<P>Permission to include content in coursepacks is NOT included under the terms of this license. <BR>[section 3.1.8]</P>",Yes,"Unless indicated on the citation that the publisher specifically prohibits such, Members may INTERLIBRARY LOAN by paper or electronic means, a single copy of an individual document within the guidelines of traditional interlibrary loan practices and applicable copyright laws.<BR> [section 3.1.3]",No,"Once the subscription is terminated, ELN partner libraries no longer have access to the database.
<br> [Section 7.4] </br>",128,http://www.eln.bc.ca/docs/view.php?id=410,[Link],,,
361,6/1/2014,5/31/2015,No,"<P>PERSISTENT LINKS to individual articles for access by Authorized Users for Permitted Uses are allowed, from within secure authentication environments <BR>[section 3.1.2]</P>

<P>ELECTRONIC RESERVES / VIRTUAL LEARNING:  Members and Authorized Users may incorporate parts of the Licensed Material in resource lists and in any other material (including but not limited to multi-media works) to be used in the course of instruction and/or in virtual and managed environments (including but not limited to virtual learning environments, managed learning environments, virtual research environments and library environments) hosted on a Secure Network (only accessible to Authorized Users by Secure Authentication).  Each item shall carry appropriate acknowledgment of the source, listing title and copyright owner.</P>

<P>Permission to include content in coursepacks is NOT included under the terms of this license. <BR>[section 3.1.8]</P>",Yes,"Unless indicated on the citation that the publisher specifically prohibits such, Members may INTERLIBRARY LOAN by paper or electronic means, a single copy of an individual document within the guidelines of traditional interlibrary loan practices and applicable copyright laws.<BR> [section 3.1.3]",No,"Once the subscription is terminated, ELN partner libraries no longer have access to the database.
<br> [Section 7.4] </br>",129,http://www.eln.bc.ca/docs/view.php?id=410,[Link],,,
362,5/1/2009,4/30/2010,NA,,NA,,NA,,130,http://software.lib.sfu.ca/support.html,[Link],,,
363,6/1/2015,5/31/2016,No,"<P>PERSISTENT LINKS to individual articles for access by Authorized Users for Permitted Uses are allowed, from within secure authentication environments <BR>[section 3.1.2]</P>

<P>ELECTRONIC RESERVES / VIRTUAL LEARNING:  Members and Authorized Users may incorporate parts of the Licensed Material in resource lists and in any other material (including but not limited to multi-media works) to be used in the course of instruction and/or in virtual and managed environments (including but not limited to virtual learning environments, managed learning environments, virtual research environments and library environments) hosted on a Secure Network (only accessible to Authorized Users by Secure Authentication).  Each item shall carry appropriate acknowledgment of the source, listing title and copyright owner.</P>

<P>Permission to include content in coursepacks is NOT included under the terms of this license. <BR>[section 3.1.8]</P>",Yes,"Unless indicated on the citation that the publisher specifically prohibits such, Members may INTERLIBRARY LOAN by paper or electronic means, a single copy of an individual document within the guidelines of traditional interlibrary loan practices and applicable copyright laws.<BR> [section 3.1.3]",No,"Once the subscription is terminated, ELN partner libraries no longer have access to the database.
<br> [Section 7.4] </br>",126,http://www.eln.bc.ca/docs/view.php?id=410,[Link],,,
364,1/1/2015,12/31/2015,notspec,,notspec,,No,"<P>ELN partner libraries no longer have access to the licensed material once the subscription has ended.
<BR>[Section 1]</BR></PP",131,http://www.eln.bc.ca/docs/view.php?id=489,[Link],,,
365,7/1/2015,6/30/2016,No,"<P>PERSISTENT LINKS to individual articles for access by Authorized Users for Permitted Uses are allowed, from within secure authentication environments <BR>[section 3.1.2]</P>

<P>ELECTRONIC RESERVES / VIRTUAL LEARNING:  Members and Authorized Users may incorporate parts of the Licensed Material in resource lists and in any other material (including but not limited to multi-media works) to be used in the course of instruction and/or in virtual and managed environments (including but not limited to virtual learning environments, managed learning environments, virtual research environments and library environments) hosted on a Secure Network (only accessible to Authorized Users by Secure Authentication).  Each item shall carry appropriate acknowledgment of the source, listing title and copyright owner.</P>

<P>Permission to include content in coursepacks is NOT included under the terms of this license. <BR>[section 3.1.8]</P>",Yes,"Unless indicated on the citation that the publisher specifically prohibits such, Members may INTERLIBRARY LOAN by paper or electronic means, a single copy of an individual document within the guidelines of traditional interlibrary loan practices and applicable copyright laws.<BR> [section 3.1.3]",No,"Once the subscription is terminated, ELN partner libraries no longer have access to the database.
<br> [Section 7.4] </br>",133,http://www.eln.bc.ca/docs/view.php?id=410,[Link],,,
382,7/1/2014,6/30/2015,Yes,"<P>ELN partner libraries may incorporate portions of the OED into printed course packs for use by Authorized Users in a course of instruction at their educational institution. Each portion of the Licensed Works used in this manner should be identified with an appropriate acknowledgment of the source, listing the title and author of the extract, title and author of the work, and ""Oxford University Press"" as the publisher. Course packs in non-print forms, such as audio or Braille, may also be offered to Authorized Users who, in the reasonable belief of the Subscriber, are visually impaired.
<BR>[Section 3.2]</BR></P>

<P>ELN partner libraries may incorporate portions of the OED into electronic reserves collections for use by Authorized Users in a course of instruction at their educational institution. Each portion of the Licensed Works used in this manner should be identified with an appropriate acknowledgment of the source, listing the title and author of the extract, title and author of the work, and ""Oxford University Press"" as the publisher. Copies of such extracts must be deleted by the Subscriber or Authorized User when the extracts are no longer being used in the course of instruction.
<BR>[Section 3.2]</BR></P>",No,"<P>Oxford University Press prohibits the use of the OED for the fulfillment of interlibrary loan requests.
<BR>[Section 4.2.2]</BR></P>",No,"<P>Upon termination of the subscription, all access to the OED ceases.
<BR>[Section 7]</BR></P>",151,http://www.eln.bc.ca/docs/view.php?id=235,[Link],,,
383,1/1/2013,12/31/3014,No,"<P>Publishers have not given permission to allow any portion of an ebook to be used for course packs.

<P>Publishers have not given permission to allow any portion of an ebook to be used for electronic reserve collections.",No,Interlibrary loan is not permitted. Publishers have not granted permission to use an ebook or any portion of an ebook for interlibrary loan.,Yes,Online perpetual access.,152,http://www.eln.bc.ca/docs/view.php?id=235,[Link],,,
366,1/1/2012,12/31/2012,notspec,,notspec,,No,"<P> Upon termination of the subscription, access to LexisNexis Statistical ceases.
<BR>[Section 1]</BR></P>",134,http://www.eln.bc.ca/docs/view.php?id=489,[Link],,,
367,1/1/2009,12/31/2009,No,"<P> ELN partner libraries are not permitted to incorporate any portion of LexisNexis Environmental into course packs.
<BR>[Section 5]</BR></P>

<P>ELN partner libraries are not permitted to incorporate any portion of LexisNexis Environmental into electronic reserves collections.
<BR>[Section 5]</BR></P>",No,"<P> ELN partner libraries are not permitted to use any portion of LexisNexis Environmental for the fulfillment of interlibrary loan requests.
<BR>[Section 5]</BR></P>",No,"<P> Upon termination of the subscription, access to LexisNexis Environmental ceases.
<BR>[Section 1]</BR></P>",135,,,,,
369,6/1/2014,5/31/2015,No,"<P>PERSISTENT LINKS to individual articles for access by Authorized Users for Permitted Uses are allowed, from within secure authentication environments <BR>[section 3.1.2]</P>

<P>ELECTRONIC RESERVES / VIRTUAL LEARNING:  Members and Authorized Users may incorporate parts of the Licensed Material in resource lists and in any other material (including but not limited to multi-media works) to be used in the course of instruction and/or in virtual and managed environments (including but not limited to virtual learning environments, managed learning environments, virtual research environments and library environments) hosted on a Secure Network (only accessible to Authorized Users by Secure Authentication).  Each item shall carry appropriate acknowledgment of the source, listing title and copyright owner.</P>

<P>Permission to include content in coursepacks is NOT included under the terms of this license. <BR>[section 3.1.8]</P>",Yes,"Unless indicated on the citation that the publisher specifically prohibits such, Members may INTERLIBRARY LOAN by paper or electronic means, a single copy of an individual document within the guidelines of traditional interlibrary loan practices and applicable copyright laws.<BR> [section 3.1.3]",No,"Once the subscription is terminated, ELN partner libraries no longer have access to the database.
<br> [Section 7.4] </br>",138,http://www.eln.bc.ca/docs/view.php?id=410,[Link],,,
370,10/1/2014,9/30/2015,No,"<p>Permission to include Licensed content in the
course of instruction using virtual and managed environments
(including but not limited to E-Reserves, virtual and/or distance
learning environments, managed learning environments, virtual
research environments and library environments), and/or coursepacks
are NOT included under the terms of this License.  Requests for
such use may be submitted to World Book, Inc. for consideration on
a case-by-case basis.<br>
[Section 3.5]</p>",Yes,"<p>Perform interlibrary loan by paper or electronic means of a
single copy or an individual document, within the guidelines of
traditional interlibrary loan practices and applicable copyright
laws, when the ILL is in support of academic discourse and limited
to an exchange between institutions within the Province of British
Columbia only.<br>
[Section 3.4.3]</p>",No,,139,http://www.eln.bc.ca/docs/view.php?id=422,[Link],,,
375,8/1/2009,7/31/2010,No,"PERSISTENT LINKS to individual articles for access by Authorized Users for Permitted Uses are allowed, from within secure authentication environments
[section 3.4.2]

ELECTRONIC RESERVES / VIRTUAL LEARNING: Members and Authorized Users may incorporate parts of the Licensed Material in resource lists and in any other material (including but not limited to multi-media works) to be used in the course of instruction and/or in virtual and managed environments (including but not limited to virtual learning environments, managed learning environments, virtual research environments and library environments) hosted on a Secure Network (only accessible to Authorized Users by Secure Authentication). Each item shall carry appropriate acknowledgment of the source, listing title and copyright owner.

Permission to include content in coursepacks is NOT included under the terms of this license.
[section 3.5]",Yes,"Perform interlibrary loan by paper or electronic means of a single copy of
an individual document within the guidelines of traditional interlibrary loan
practices and applicable copyright laws [3.4.3]",No,,145,http://www.eln.bc.ca/docs/view.php?id=442,[Link],,,
371,10/1/2014,9/30/2015,No,"PERSISTENT LINKS to individual articles for access by Authorized Users for Permitted Uses are allowed, from within secure authentication environments
[section 3.4.2]

ELECTRONIC RESERVES / VIRTUAL LEARNING: Members and Authorized Users may incorporate parts of the Licensed Material in resource lists and in any other material (including but not limited to multi-media works) to be used in the course of instruction and/or in virtual and managed environments (including but not limited to virtual learning environments, managed learning environments, virtual research environments and library environments) hosted on a Secure Network (only accessible to Authorized Users by Secure Authentication). Each item shall carry appropriate acknowledgment of the source, listing title and copyright owner.

Permission to include content in coursepacks is NOT included under the terms of this license.
[section 3.5]",Yes,"Perform interlibrary loan by paper or electronic means of a single copy of
an individual document within the guidelines of traditional interlibrary loan
practices and applicable copyright laws [3.4.3]",No,,140,http://www.eln.bc.ca/docs/view.php?id=410,[Link],,,
379,6/1/2015,5/31/2016,,,,,,,149,,,,,The UFC does not have a separate license. It uses the standard licenses for its component databases (Academic Search and Business Source).
372,10/1/2014,9/30/2015,No,"PERSISTENT LINKS to individual articles for access by Authorized Users for Permitted Uses are allowed, from within secure authentication environments
[section 3.4.2]

ELECTRONIC RESERVES / VIRTUAL LEARNING: Members and Authorized Users may incorporate parts of the Licensed Material in resource lists and in any other material (including but not limited to multi-media works) to be used in the course of instruction and/or in virtual and managed environments (including but not limited to virtual learning environments, managed learning environments, virtual research environments and library environments) hosted on a Secure Network (only accessible to Authorized Users by Secure Authentication). Each item shall carry appropriate acknowledgment of the source, listing title and copyright owner.

Permission to include content in coursepacks is NOT included under the terms of this license.
[section 3.5]",Yes,"Perform interlibrary loan by paper or electronic means of a single copy of
an individual document within the guidelines of traditional interlibrary loan
practices and applicable copyright laws [3.4.3]",No,,141,http://www.eln.bc.ca/docs/view.php?id=410,[Link],,,
373,8/1/2009,7/31/2010,No,"PERSISTENT LINKS to individual articles for access by Authorized Users for Permitted Uses are allowed, from within secure authentication environments
[section 3.4.2]

ELECTRONIC RESERVES / VIRTUAL LEARNING: Members and Authorized Users may incorporate parts of the Licensed Material in resource lists and in any other material (including but not limited to multi-media works) to be used in the course of instruction and/or in virtual and managed environments (including but not limited to virtual learning environments, managed learning environments, virtual research environments and library environments) hosted on a Secure Network (only accessible to Authorized Users by Secure Authentication). Each item shall carry appropriate acknowledgment of the source, listing title and copyright owner.

Permission to include content in coursepacks is NOT included under the terms of this license.
[section 3.5]",Yes,"Perform interlibrary loan by paper or electronic means of a single copy of
an individual document within the guidelines of traditional interlibrary loan
practices and applicable copyright laws [3.4.3]",No,,142,http://www.eln.bc.ca/docs/view.php?id=442,[Link],,,
374,8/1/2009,7/31/2010,No,"PERSISTENT LINKS to individual articles for access by Authorized Users for Permitted Uses are allowed, from within secure authentication environments
[section 3.4.2]

ELECTRONIC RESERVES / VIRTUAL LEARNING: Members and Authorized Users may incorporate parts of the Licensed Material in resource lists and in any other material (including but not limited to multi-media works) to be used in the course of instruction and/or in virtual and managed environments (including but not limited to virtual learning environments, managed learning environments, virtual research environments and library environments) hosted on a Secure Network (only accessible to Authorized Users by Secure Authentication). Each item shall carry appropriate acknowledgment of the source, listing title and copyright owner.

Permission to include content in coursepacks is NOT included under the terms of this license.
[section 3.5]",Yes,"Perform interlibrary loan by paper or electronic means of a single copy of
an individual document within the guidelines of traditional interlibrary loan
practices and applicable copyright laws [3.4.3]",No,,146,http://www.eln.bc.ca/docs/view.php?id=442,[Link],,,
376,8/1/2009,7/31/2010,No,"PERSISTENT LINKS to individual articles for access by Authorized Users for Permitted Uses are allowed, from within secure authentication environments
[section 3.4.2]

ELECTRONIC RESERVES / VIRTUAL LEARNING: Members and Authorized Users may incorporate parts of the Licensed Material in resource lists and in any other material (including but not limited to multi-media works) to be used in the course of instruction and/or in virtual and managed environments (including but not limited to virtual learning environments, managed learning environments, virtual research environments and library environments) hosted on a Secure Network (only accessible to Authorized Users by Secure Authentication). Each item shall carry appropriate acknowledgment of the source, listing title and copyright owner.

Permission to include content in coursepacks is NOT included under the terms of this license.
[section 3.5]",Yes,"Perform interlibrary loan by paper or electronic means of a single copy of
an individual document within the guidelines of traditional interlibrary loan
practices and applicable copyright laws [3.4.3]",No,,144,http://www.eln.bc.ca/docs/view.php?id=442,[Link],,,
380,7/1/2014,6/30/2015,Yes,"<P>ELN partner libraries may incorporate portions of the OED into printed course packs for use by Authorized Users in a course of instruction at their educational institution. Each portion of the Licensed Works used in this manner should be identified with an appropriate acknowledgment of the source, listing the title and author of the extract, title and author of the work, and ""Oxford University Press"" as the publisher. Course packs in non-print forms, such as audio or Braille, may also be offered to Authorized Users who, in the reasonable belief of the Subscriber, are visually impaired.
<BR>[Section 3.2]</BR></P>

<P>ELN partner libraries may incorporate portions of the OED into electronic reserves collections for use by Authorized Users in a course of instruction at their educational institution. Each portion of the Licensed Works used in this manner should be identified with an appropriate acknowledgment of the source, listing the title and author of the extract, title and author of the work, and ""Oxford University Press"" as the publisher. Copies of such extracts must be deleted by the Subscriber or Authorized User when the extracts are no longer being used in the course of instruction.
<BR>[Section 3.2]</BR></P>",No,"<P>Oxford University Press prohibits the use of the OED for the fulfillment of interlibrary loan requests.
<BR>[Section 4.2.2]</BR></P>",No,"<P>Upon termination of the subscription, all access to the OED ceases.
<BR>[Section 7]</BR></P>",148,http://www.eln.bc.ca/docs/view.php?id=235,[Link],,,
377,8/1/2009,7/31/2010,No,"PERSISTENT LINKS to individual articles for access by Authorized Users for Permitted Uses are allowed, from within secure authentication environments
[section 3.4.2]

ELECTRONIC RESERVES / VIRTUAL LEARNING: Members and Authorized Users may incorporate parts of the Licensed Material in resource lists and in any other material (including but not limited to multi-media works) to be used in the course of instruction and/or in virtual and managed environments (including but not limited to virtual learning environments, managed learning environments, virtual research environments and library environments) hosted on a Secure Network (only accessible to Authorized Users by Secure Authentication). Each item shall carry appropriate acknowledgment of the source, listing title and copyright owner.

Permission to include content in coursepacks is NOT included under the terms of this license.
[section 3.5]",Yes,"Perform interlibrary loan by paper or electronic means of a single copy of
an individual document within the guidelines of traditional interlibrary loan
practices and applicable copyright laws [3.4.3]",No,,143,http://www.eln.bc.ca/docs/view.php?id=442,[Link],,,
